age,code_cc,code_cpc,code_exp,code_ras,code_resp_prop,code_risk,completion_code,education,ethnicity,feedback,gender,income,job_id,money_division,proposer,proposer_responder,responder,test,timestamp,worker_id
,,,,,,,dropped,,,nice,,,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,incorrect1,correct,incorrect1,apple,2019-12-23 13:30:16.905604,A20D7#####UNVL
,,,,,,,dropped,,,yes,,,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,apple,2019-12-23 13:30:35.952195,A2RD4#####SLMR
,,,,,,,dropped,,,,,,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,incorrect2,correct,correct,correct,,2019-12-23 13:34:30.493542,A2MSD#####48O3
1825_years,,,,,prop:tGZky,,t10b:HAqC2,bachelor_degree,asian,,female,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 13:40:59.295528,A34H7#####6E93
3645_years,,,,,prop:1DemR,,t10b:GPjBd,bachelor_degree,white,none,male,I earn nearly equal incomes from crowdsourced microtasks and other job(s),3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 13:41:57.984513,A3KS8#####0L4W
2635_years,,,,,prop:PARb1,,t10b:1u5uZ,bachelor_degree,hispanic_latino,Nice,male,Primary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 13:43:13.391175,A340U#####MEZF
,,,,,,,dropped,,,,,,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,,correct,correct,correct,,2019-12-23 13:51:54.814634,A3OM9#####Q15Z
3645_years,,,,,prop:pVGHZ,,t10b:1atYs,bachelor_degree,white,None,male,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 13:59:27.724953,A12N4#####2Q8Y
,,,,,,,dropped,,,,,,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,,correct,incorrect2,correct,ball,2019-12-23 14:01:02.941339,A17PX#####DJAI
2635_years,,,,,prop:CKEZn,,t10b:Ti8hy,bachelor_degree,white,Nice and good.,male,Primary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:03:39.760337,A1Q98#####BROL
,,,,,,,dropped,,,,,,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,,2019-12-23 14:09:39.356130,A1BEW#####1GAR
3645_years,,,,,prop:VOQ4v,,t10b:RNwqd,high_school_degree,white,,male,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:11:12.263661,A3VE9#####2N5G
2635_years,,,,,prop:dw0ur,,t10b:kWEZn,high_school_degree,white,,female,Primary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:12:46.344440,A3EVR#####TE1A
,,,,,,,dropped,,,,,,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,,correct,incorrect1,correct,,2019-12-23 14:12:50.836733,A1PZI#####I6SY
2635_years,,,,,prop:1suth,,t10b:Qj6PT,high_school_degree,hispanic_latino,,male,Primary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:13:04.625644,A20N1#####S88F
2635_years,,,,,prop:vqC6H\,,t10b:FMo5t,bachelor_degree,white,No comments.,male,Primary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:13:36.025264,A1SVP#####6CV5
1825_years,,,,,prop:vH5UO,,t10b:yCP20,bachelor_degree,black_or_african_american,very interesting to the study and good study and i will very good survey.,male,Primary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:14:37.090144,A19PA#####1OTQ
3645_years,,,,,prop:mRCRb,,t10b:DHRJK,high_school_degree,white,,female,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:14:53.062918,A2W5M#####4Y2P
older_than_65_years,,,,,prop:TyJiI,,t10b:bSqol,bachelor_degree,white,Interesting.  But I don't know if my proposal was accepted or not.,male,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:14:53.489866,AMG80#####S2E
3645_years,,,,,prop:HMOxj,,t10b:6o731,high_school_degree,white,"Uh, how/when do I find out if it was accepted?",male,Primary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:16:06.055815,A3CTX#####Y7D8
4655_years,,,,,prop:3QKB3,,t10b:ALfUs,high_school_degree,white,,female,Primary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:16:46.771200,A35X2#####N1W1
5665_years,,,,,prop:0xwNI,,t10b:oijid,high_school_degree,white,No further comments,female,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:17:41.958111,A55T1#####2WC
2635_years,,,,,prop:5fKld,,t10b:5zbu6,high_school_degree,white,,female,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:18:25.745241,ATP2B#####K2B
,,,,,,,dropped,,,,,,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,,correct,,correct,,2019-12-23 14:18:58.316576,A3VTU#####MUDW
,,,,,,,dropped,,,,,,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,,2019-12-23 14:19:24.017646,AZ79F#####JX8
3645_years,,,,,prop:wRDOR,,t10b:x0KGx,bachelor_degree,white,Its an interesting task study and more involved .,female,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:20:00.417913,A1J1P#####FVPL
,,,,,,,dropped,,,,,,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,incorrect2,correct,correct,incorrect2,ball,2019-12-23 14:20:15.319858,A2WC8#####0FOY
2635_years,,,,,prop:nhCkG,,t10b:cnLLm,bachelor_degree,hispanic_latino,,male,I earn nearly equal incomes from crowdsourced microtasks and other job(s),3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:20:33.146036,A52DU#####RFF
1825_years,,,,,prop:cidkd,,t10b:MLejF,bachelor_degree,white,,male,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:22:10.251245,A3K9U#####GE57
3645_years,,,,,prop:Vdp5D,,t10b:cNpQg,doctorate_degree,white,,male,I earn nearly equal incomes from crowdsourced microtasks and other job(s),3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:23:00.656941,A2L1Q#####HLA5
,,,,,,,dropped,,,,,,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,,2019-12-23 14:24:14.391153,A15PN#####QKGX
1825_years,,,,,prop:65aMi,,t10b:HgJsl,bachelor_degree,white,,female,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:24:19.450175,A29LY#####QSOF
3645_years,,,,,prop:qAtSF,,t10b:oXl5c,high_school_degree,white,,female,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:25:07.721989,A1BVG#####M1YD
2635_years,,,,,prop:QOzLJ,,t10b:fx6mM,bachelor_degree,white,,female,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:27:11.172558,A2NMA#####TO0R
5665_years,,,,,prop:yaCVw,,t10b:SSB6Q,high_school_degree,white,no problems,female,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:27:31.963920,A308F#####J8WV
,,,,,,,dropped,,,,,,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,incorrect2,correct,incorrect2,incorrect2,,2019-12-23 14:28:12.832556,A3SVU#####O9TL
2635_years,,,,,prop:BQ6G4,,t10b:M9OjI,high_school_degree,white,,male,Primary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:29:34.843885,A2BZY#####GEDL
2635_years,,,,,prop:gkC3f,,t10b:hvYKX,bachelor_degree,hispanic_latino,good,male,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:30:16.868668,A2T9I#####WFP9
1825_years,,,,,prop:xsKme,,t10b:H8Ygt,high_school_degree,white,,female,Primary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:30:54.967224,A1C59#####O503
,,,,,,,dropped,,,,,,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,incorrect2,correct,correct,correct,,2019-12-23 14:31:01.646253,A2SD6#####A2YM
2635_years,,,,,prop:WIALN,,t10b:n8qUw,high_school_degree,white,,male,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:31:55.787640,AZOLO#####1K0
2635_years,,,,,prop:Meats,,t10b:3NOIp,high_school_degree,white,,male,Primary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:32:01.207684,APKFF#####6NZ
2635_years,,,,,prop:j4VTr,,t10b:9acyV,bachelor_degree,white,,male,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:33:41.588167,A3UPA#####7HKJ
4655_years,,,,,prop:u7FDF,,t10b:gZXSn,doctorate_degree,white,"Regardless of the AI system, I was committed to offering an even split of the dollar because I felt it was right. I was not concerned with probabilities.",female,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:33:51.017948,A295X#####0NH5
,,,,,,,dropped,,,,,,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,incorrect2,correct,correct,correct,,2019-12-23 14:35:03.990851,A2VOL#####8AE5
,,,,,,,dropped,,,,,,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,,correct,incorrect2,correct,,2019-12-23 14:35:44.741129,A11XL#####KOH1
,,,,,,,dropped,,,,,,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,incorrect1,incorrect2,incorrect2,,2019-12-23 14:38:45.275911,ALXDL#####DG2
2635_years,,,,,prop:GL53f,,t10b:xU7BR,bachelor_degree,white,,male,Primary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:38:49.225289,AE608#####M2E
2635_years,,,,,prop:s7jnE,,t10b:3sXDp,bachelor_degree,white,Good survey.,male,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:39:15.975585,ANBIW#####CQQ
,,,,,,,dropped,,,,,,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,incorrect1,correct,correct,correct,,2019-12-23 14:39:54.496260,A2STC#####QA66
2635_years,,,,,prop:EVwV6,,t10b:Ufgwc,bachelor_degree,white,,female,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:39:58.331199,AO7FM#####0CL
3645_years,,,,,prop:QekxX,,t10b:9zy5L,master_degree,white,,male,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:41:21.692026,A3HNO#####W7KD
,,,,,,,dropped,,,,,,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,incorrect1,correct,correct,correct,,2019-12-23 14:41:33.191129,A3H8Y#####WXQN
2635_years,,,,, prop:61Nh4,,t10b:VdpHE,bachelor_degree,white,,male,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:41:34.721220,A1YI1#####3ING
4655_years,,,,,prop:4f0DO,,t10b:fXmCP,bachelor_degree,white,Thank you,female,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:42:01.073000,A5XQ3#####HK6
,,,,,,,dropped,,,,,,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,incorrect1,correct,correct,correct,apple,2019-12-23 14:42:09.992987,A3C11#####SBN6
1825_years,,,,,prop:vqcCr,,t10b:v2Ioj,bachelor_degree,white,,male,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:42:14.063847,AVPW7#####FSM
3645_years,,,,,prop:R7K7r,,t10b:Sig9T,bachelor_degree,white,NONE,female,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:42:35.704519,AKK6H#####RF6
older_than_65_years,,,,,prop:DVxAp,,t10b:5Om9u,high_school_degree,white,,female,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:43:46.010338,AH9Y3#####G32
2635_years,,,,,prop:NbwmB,,t10b:U2BSV,bachelor_degree,hispanic_latino:white,Thank you and good luck!,male,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:44:03.767198,A3C8N#####YMT2
4655_years,,,,,prop:BwKMU,,t10b:6hMBi,high_school_degree,white,,female,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:44:15.930169,A2CJN#####LCTH
1825_years,,,,,prop:ZWMKd,,t10b:Gw7os,high_school_degree,hispanic_latino,,male,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:44:27.692216,A256T#####UPN2
2635_years,,,,,prop:fWvgC,,t10b:oFOnT,high_school_degree,white,Thank you!,male,Primary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:44:38.542720,A3PBA#####FGA3
4655_years,,,,,prop:fC5y0,,t10b:cPFTH,bachelor_degree,white,,male,I earn nearly equal incomes from crowdsourced microtasks and other job(s),3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:44:55.380016,A3IO8#####G09B
2635_years,,,,,prop:CkIWZ,,t10b:aiEs1,high_school_degree,hispanic_latino,,male,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:46:18.448396,A2KVY#####K95F
3645_years,,,,,prop:AWZ0m,,t10b:Illlt,bachelor_degree,black_or_african_american,,male,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:46:31.747062,A4ZPI#####24H
4655_years,,,,,prop:DpdJx,,t10b:a6NRl,bachelor_degree,asian,none,male,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:46:56.507199,A2JPO#####AJZZ
1825_years,,,,,prop:DiEp1,,t10b:yXbEV,bachelor_degree,white,,male,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:47:07.198882,AVG9N#####4JN
4655_years,,,,,prop:4HER6,,t10b:HPTrk,bachelor_degree,white,,male,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:48:05.329900,A3GWR#####RNK6
3645_years,,,,,prop:JO8aL,,t10b:mOc5w,master_degree,white,"Sorry, I submitted the main HIT with the completion code from the task which was prop:JO8aL",female,Primary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:50:56.523822,A2C84#####2UNY
2635_years,,,,,prop:czjPO,,t10b:6eJek,high_school_degree,white,,male,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:51:51.236781,A3H3B#####3LYU
4655_years,,,,,prop:37UMv,,t10b:26uxR,high_school_degree,white,I did not see the AI estimate. I went with my own answer. I said AI was worse than me because I did not see AI estimate and I was not sure how to answer if AI was worse than me.,male,Primary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:54:00.927526,A1KWI#####7YWE
3645_years,,,,,prop:HsarM,,t10b:69jdl,bachelor_degree,white,,female,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:54:25.779737,A31BF#####LBGH
2635_years,,,,,prop:Ifbj0,,t10b:po2Ry,master_degree,white,,male,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:55:18.070324,A3FJ7#####O6GB
2635_years,,,,,prop:uR9XX,,t10b:8lvMJ,high_school_degree,white,,male,Primary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:58:00.107830,AHRAP#####SFJ
2635_years,,,,,prop:qAHmc,,t10b:tJ4Dm,high_school_degree,white,None,male,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 14:58:33.096686,A2LVG#####E7Q9
2635_years,,,,,prop:Ubjq0,,t10b:dml3p,high_school_degree,white,Happy Holidays!,female,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 15:05:07.191526,A189V#####VX56
5665_years,,,,,prop:dKmGP,,t10b:bQ62I,master_degree,black_or_african_american,,female,I earn nearly equal incomes from crowdsourced microtasks and other job(s),3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 15:07:09.699940,A2NGM#####YQP5
1825_years,,,,,prop:09zMq,,t10b:4wIAz,high_school_degree,white,"great study, thanks!",female,Primary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 15:07:50.139242,A345V#####WTGD
5665_years,,,,,prop:Jmpdx,,t10b:N7vsi,bachelor_degree,white,The experiment works perfectly.,female,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 15:10:56.477943,A3KP8#####734Q
3645_years,,,,,prop:vI225,,t10b:hExkp,bachelor_degree,white,none,male,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 15:14:20.369984,A1NCS#####A787
,,,,,,,dropped,,,,,,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,incorrect1,correct,correct,correct,,2019-12-23 15:14:43.171105,ABCWT#####R4C
1825_years,,,,,prop:aLA2H,,t10b:wugvY,high_school_degree,white,Fun,male,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 15:17:52.428603,AXPZA#####WP8
3645_years,,,,,prop:kxmNA,,t10b:EK2ce,bachelor_degree,black_or_african_american,Thanks. Interesting bargaining project. ,male,Secondary source of income,3Z33IC0JD3SMJCBCWZ2FP1NIKQ99VU,correct,correct,correct,correct,ball,2019-12-23 15:17:53.615525,A2I0A#####XQRX
