timestamp,offer,offer_dss,offer_final,prop_time_spent,prop_time_spent_dss,ai_nb_calls,ai_calls_count_repeated,completion_code,feedback_understanding,feedback_alternative,feedback_explanation,feedback_accuracy,ai_calls_pauses,ai_calls_offers,ai_calls_acceptance_probability,ai_calls_best_offer_probability,job_id,worker_id,prop_worker_id,resp_worker_id,min_offer,model_type,resp_rowid,min_offer_dss,feedback_ai_offers,feedback_fairness_against_ai,min_offer_final,resp_time_spent,ai_offer
2021-07-01 21:24:32.672334,50,50,50,0,0,1,3,prop:0xUPO,1,7,1,20_percent,0,0,0.0069,0.0489,3GMLHYZ0MH317YUKZLKQSWERCTMUYH,auto_#####07906787-fe07-47a2-a205-503e2500bd86,auto_#####07906787-fe07-47a2-a205-503e2500bd86,A13CQ#####RVKI,45,real,47,45,4,1,45,11,50
2021-07-01 21:24:33.365051,50,50,50,0,0,1,3,prop:TyySS,7,3,3,40_percent,0,0,0.0069,0.0489,3GMLHYZ0MH317YUKZLKQSWERCTMUYH,auto_#####0e7af7b4-df89-4f8a-9f20-3f6d7ecd78d4,auto_#####0e7af7b4-df89-4f8a-9f20-3f6d7ecd78d4,A1VVR#####9HWJ,30,real,48,30,3,5,30,11,50
2021-07-01 21:24:36.699799,50,50,50,0,0,1,3,prop:TnSiJ,6,5,1,40_percent,0,0,0.0069,0.0489,3GMLHYZ0MH317YUKZLKQSWERCTMUYH,auto_#####311efc12-b307-4230-bc7c-1c09a13ff41d,auto_#####311efc12-b307-4230-bc7c-1c09a13ff41d,ATFRP#####J9Z,45,real,49,50,6,2,50,25,50
2021-07-01 21:24:39.443785,50,50,50,0,0,1,3,prop:5P8xh,6,6,6,no_clue,0,0,0.0069,0.0489,3GMLHYZ0MH317YUKZLKQSWERCTMUYH,auto_#####028ec72a-7cfe-4e90-9564-3606d380bca4,auto_#####028ec72a-7cfe-4e90-9564-3606d380bca4,A1D7I#####8PB1,50,real,50,50,5,1,50,6,50
2021-07-01 21:27:09.726453,50,50,50,0,0,1,3,prop:77Vau,3,4,6,20_percent,0,0,0.0069,0.0489,3GMLHYZ0MH317YUKZLKQSWERCTMUYH,auto_#####2c76bd09-8a45-478e-9eae-00e78bb46906,auto_#####2c76bd09-8a45-478e-9eae-00e78bb46906,A152O#####A7A1,50,real,51,50,4,1,50,7,50
2021-07-01 21:28:52.025100,50,50,50,0,0,1,3,prop:sjagk,1,1,7,60_percent,0,0,0.0069,0.0489,3GMLHYZ0MH317YUKZLKQSWERCTMUYH,auto_#####6dfdaa9e-e5e3-48f9-a315-7ea8c0a6d116,auto_#####6dfdaa9e-e5e3-48f9-a315-7ea8c0a6d116,A1KOB#####ICGQ,50,real,52,50,2,1,50,21,50
2021-07-01 21:31:02.032025,50,50,50,0,0,1,3,prop:RX7Oh,1,6,6,80_percent,0,0,0.0069,0.0489,3GMLHYZ0MH317YUKZLKQSWERCTMUYH,auto_#####262f1196-ce65-450b-bd02-27e592a55f2f,auto_#####262f1196-ce65-450b-bd02-27e592a55f2f,A1U8R#####ZW87,45,real,53,40,4,2,40,6,50
2021-07-01 21:31:12.824126,50,50,50,0,0,1,3,prop:fM1kl,6,2,2,100_percent,0,0,0.0069,0.0489,3GMLHYZ0MH317YUKZLKQSWERCTMUYH,auto_#####250b44df-340c-451f-90c9-2b23c4d7cb45,auto_#####250b44df-340c-451f-90c9-2b23c4d7cb45,A22KR#####LLB0,10,real,54,10,5,1,10,8,50
2021-07-01 21:31:20.142305,50,50,50,0,0,1,3,prop:O2Ar5,2,7,5,80_percent,0,0,0.0069,0.0489,3GMLHYZ0MH317YUKZLKQSWERCTMUYH,auto_#####e51a54de-d588-4c70-aacb-4b57c5053d08,auto_#####e51a54de-d588-4c70-aacb-4b57c5053d08,A3ATU#####B7K2,50,real,55,50,3,1,50,9,50
2021-07-01 21:31:22.531042,50,50,50,0,0,1,3,prop:2M8Yw,7,6,5,no_clue,0,0,0.0069,0.0489,3GMLHYZ0MH317YUKZLKQSWERCTMUYH,auto_#####fd7151e2-edee-4aff-acda-11f02bcca850,auto_#####fd7151e2-edee-4aff-acda-11f02bcca850,A355Z#####VC17,30,real,56,15,2,7,15,16,50
2021-07-01 21:32:00.969435,50,50,50,0,0,1,3,prop:jpQIy,2,4,3,40_percent,0,0,0.0069,0.0489,3GMLHYZ0MH317YUKZLKQSWERCTMUYH,auto_#####bb7eb9fa-d18d-406f-aca6-dca03475fbc7,auto_#####bb7eb9fa-d18d-406f-aca6-dca03475fbc7,A3JMK#####11L4,50,real,57,50,3,3,50,11,50
2021-07-01 21:32:24.962451,50,50,50,0,0,1,3,prop:8l6PT,7,7,3,60_percent,0,0,0.0069,0.0489,3GMLHYZ0MH317YUKZLKQSWERCTMUYH,auto_#####d71b35a5-cdd0-4337-a578-c1ac5edda255,auto_#####d71b35a5-cdd0-4337-a578-c1ac5edda255,A366Z#####QPYK,95,real,58,90,5,6,90,6,50
2021-07-01 21:33:41.657204,50,50,50,0,0,1,3,prop:YIoVM,5,7,3,40_percent,0,0,0.0069,0.0489,3GMLHYZ0MH317YUKZLKQSWERCTMUYH,auto_#####ca909604-2bb9-4c0a-a08a-da86b2760e70,auto_#####ca909604-2bb9-4c0a-a08a-da86b2760e70,A25FJ#####FMP,50,real,59,50,3,5,50,13,50
2021-07-01 21:34:05.170467,50,50,50,0,0,1,3,prop:kKX35,3,5,1,0_percent,0,0,0.0069,0.0489,3GMLHYZ0MH317YUKZLKQSWERCTMUYH,auto_#####047cb15a-75a2-44df-bd61-63d36c51f3a1,auto_#####047cb15a-75a2-44df-bd61-63d36c51f3a1,A1CI5#####2DDS,45,real,60,50,5,1,50,13,50
2021-07-01 21:35:51.327031,50,50,50,0,0,1,3,prop:M9lzU,6,5,1,0_percent,0,0,0.0069,0.0489,3GMLHYZ0MH317YUKZLKQSWERCTMUYH,auto_#####f9011438-acda-416f-8853-d850d30a1129,auto_#####f9011438-acda-416f-8853-d850d30a1129,A9EQ4#####VBL,50,real,61,50,7,1,50,9,50
2021-07-01 21:36:20.654039,50,50,50,0,0,1,3,prop:Gsvpb,7,6,3,40_percent,0,0,0.0069,0.0489,3GMLHYZ0MH317YUKZLKQSWERCTMUYH,auto_#####f6d08cdd-8877-4494-9d70-34594032bbb3,auto_#####f6d08cdd-8877-4494-9d70-34594032bbb3,A1AD0#####D5Z9,10,real,62,25,4,1,25,30,50
2021-07-01 21:38:27.662962,50,50,50,0,0,1,3,prop:5Rl8S,5,4,1,80_percent,0,0,0.0069,0.0489,3GMLHYZ0MH317YUKZLKQSWERCTMUYH,auto_#####ddabd702-1080-4fdb-ba5d-39dc61684792,auto_#####ddabd702-1080-4fdb-ba5d-39dc61684792,A3KF6#####4SP7,30,real,63,25,2,3,25,10,50
2021-07-01 21:39:16.639450,50,50,50,0,0,1,3,prop:bTtcF,4,2,1,80_percent,0,0,0.0069,0.0489,3GMLHYZ0MH317YUKZLKQSWERCTMUYH,auto_#####6dfdf3c8-a42e-4881-979b-67e7acaa6246,auto_#####6dfdf3c8-a42e-4881-979b-67e7acaa6246,AV19T#####2QX,50,real,64,40,4,4,40,20,50
2021-07-01 21:39:55.545857,50,50,50,0,0,1,3,prop:bqiSd,2,4,5,60_percent,0,0,0.0069,0.0489,3GMLHYZ0MH317YUKZLKQSWERCTMUYH,auto_#####075bca66-0419-4c44-a136-5bcebb1d8124,auto_#####075bca66-0419-4c44-a136-5bcebb1d8124,AWAJU#####NZS,5,real,65,10,5,4,10,11,50
2021-07-01 21:41:02.643563,50,50,50,0,0,1,3,prop:IOJES,2,7,6,20_percent,0,0,0.0069,0.0489,3GMLHYZ0MH317YUKZLKQSWERCTMUYH,auto_#####7b7eeed8-ecda-4437-882a-d67de9d8dce0,auto_#####7b7eeed8-ecda-4437-882a-d67de9d8dce0,A3UQX#####MS62,50,real,66,40,2,6,40,8,50
2021-07-01 21:41:52.760843,50,50,50,0,0,1,3,prop:YsewJ,5,1,4,no_clue,0,0,0.0069,0.0489,3GMLHYZ0MH317YUKZLKQSWERCTMUYH,auto_#####236ec226-8922-48fe-bdfb-08753463452f,auto_#####236ec226-8922-48fe-bdfb-08753463452f,A30YR#####QYXJ,50,real,67,75,5,4,75,13,50
2021-07-01 21:42:00.460987,50,50,50,0,0,1,3,prop:8EcKt,4,4,3,no_clue,0,0,0.0069,0.0489,3GMLHYZ0MH317YUKZLKQSWERCTMUYH,auto_#####014b1d97-b67e-4f4e-bbe3-9a4602251a23,auto_#####014b1d97-b67e-4f4e-bbe3-9a4602251a23,AO7OB#####8NB,50,real,68,45,6,5,45,12,50
2021-07-01 21:42:31.272104,50,50,50,0,0,1,3,prop:7OseC,7,2,2,no_clue,0,0,0.0069,0.0489,3GMLHYZ0MH317YUKZLKQSWERCTMUYH,auto_#####a383a6be-f189-4243-9b66-8a933082dd6d,auto_#####a383a6be-f189-4243-9b66-8a933082dd6d,AR4FN#####LC8,50,real,69,50,2,6,50,15,50
2021-07-01 21:43:24.389627,50,50,50,0,0,1,3,prop:PtrcQ,4,4,7,100_percent,0,0,0.0069,0.0489,3GMLHYZ0MH317YUKZLKQSWERCTMUYH,auto_#####b156a276-e165-4c25-96fe-4b739ade1d13,auto_#####b156a276-e165-4c25-96fe-4b739ade1d13,A12PO#####W32C,40,real,70,40,4,3,40,9,50
2021-07-01 21:44:13.150552,50,50,50,0,0,1,3,prop:Ym6Vw,1,7,6,0_percent,0,0,0.0069,0.0489,3GMLHYZ0MH317YUKZLKQSWERCTMUYH,auto_#####84e77a27-b92e-4f65-9f60-884a0728b397,auto_#####84e77a27-b92e-4f65-9f60-884a0728b397,A3F0N#####FJT0,40,real,71,40,5,4,40,10,50
2021-07-01 21:44:14.062459,50,50,50,0,0,1,3,prop:3FEvU,3,1,7,100_percent,0,0,0.0069,0.0489,3GMLHYZ0MH317YUKZLKQSWERCTMUYH,auto_#####2bc3092f-0fae-4984-88a3-ce9cf32f8831,auto_#####2bc3092f-0fae-4984-88a3-ce9cf32f8831,A34FG#####RV7L,50,real,72,50,2,7,50,7,50
2021-07-01 21:44:14.839388,50,50,50,0,0,1,3,prop:maZln,6,4,5,20_percent,0,0,0.0069,0.0489,3GMLHYZ0MH317YUKZLKQSWERCTMUYH,auto_#####42a6492e-2a46-4189-9daf-2c7ca6bf9b29,auto_#####42a6492e-2a46-4189-9daf-2c7ca6bf9b29,A1XM0#####4EFH,45,real,73,45,5,1,45,18,50
2021-07-01 21:44:15.572399,50,50,50,0,0,1,3,prop:voziq,3,7,4,80_percent,0,0,0.0069,0.0489,3GMLHYZ0MH317YUKZLKQSWERCTMUYH,auto_#####9bb96986-7d66-464c-a076-ea80db5e8813,auto_#####9bb96986-7d66-464c-a076-ea80db5e8813,A2WLG#####2XTR,40,real,74,50,1,1,50,8,50
2021-07-01 21:44:24.275412,50,50,50,0,0,1,3,prop:9L6ot,7,5,3,60_percent,0,0,0.0069,0.0489,3GMLHYZ0MH317YUKZLKQSWERCTMUYH,auto_#####f9daabbe-17e7-413a-9682-84e471401cef,auto_#####f9daabbe-17e7-413a-9682-84e471401cef,A21SB#####3WXZ,40,real,75,40,3,1,40,19,50
2021-07-01 21:44:33.527949,50,50,50,0,0,1,3,prop:2PNgB,1,2,5,80_percent,0,0,0.0069,0.0489,3GMLHYZ0MH317YUKZLKQSWERCTMUYH,auto_#####54468896-58f5-431c-9ce0-6329772235b9,auto_#####54468896-58f5-431c-9ce0-6329772235b9,A2YO3#####FHQW,50,real,76,50,3,5,50,8,50
